temperature_1_max,temperature_1_min,temperature_1_std,temperature_2_max,temperature_2_min,temperature_2_std,temperature_3_max,temperature_3_min,temperature_3_std,temperature_4_max,temperature_4_min,temperature_4_std,label,temperature_1,temperature_2,temperature_3,temperature_4,temperature_1_lag1,temperature_1_lag2,temperature_2_lag1,temperature_2_lag2,temperature_3_lag1,temperature_3_lag2,temperature_4_lag1,temperature_4_lag2
494.1,437.7,0.338245602012378,477.1,423.6,0.543678259539773,580.6,529.9,0.5983505376075988,545.8,506.2,0.4794307133800515,0,464.4881431479696,453.5677095610558,560.0981120754312,524.8520993606915,463.95508196721306,464.9490196078432,452.9518032786885,453.24575163398697,557.8911475409835,560.6274509803923,524.4750819672131,524.7290849673202
493.4,437.7,0.3596101698126914,477.1,423.6,0.4620319854730147,580.6,529.9,0.6833509078590273,548.5,506.4,0.385848488901258,0,464.1746171315023,453.101809665744,560.1691565538287,525.5142658434462,464.5603278688524,463.95508196721306,454.5055737704918,452.9518032786885,561.775737704918,557.8911475409835,525.3521311475411,524.4750819672131
493.4,437.1,0.7078105531500825,477.1,413.4,1.513107159799127,580.6,511.7,2.1157967626296936,548.5,504.4,0.3002101503381016,0,462.99908938500977,450.7679176483357,557.0749063556891,525.2129026431793,464.0084415584415,464.5603278688524,451.8480519480519,454.5055737704918,560.8405844155844,561.775737704918,526.7155844155844,525.3521311475411
501.2,437.1,0.7854511353967045,474.4,410.6,1.4094928748894509,580.3,508.8,1.8473780770998456,548.5,500.7,0.3837148204754209,0,465.6362336945064,448.5478980415604,551.0941787264751,523.5501213858041,460.4284987277354,464.0084415584415,445.9501272264632,451.8480519480519,548.6083969465649,560.8405844155844,523.5709923664122,526.7155844155844
501.2,437.1,0.7661482635349478,474.4,410.6,1.3634309477543454,578.2,508.8,1.1226174265819198,550.8,500.7,0.5565737567666765,0,466.3394307706544,448.39253646324806,549.7458964895862,523.351156088806,472.4717607973422,460.4284987277354,447.8455149501661,445.9501272264632,543.8335548172757,548.6083969465649,520.3637873754154,523.5709923664122
501.2,438.3,0.1217020977074228,475.4,410.6,0.5257948502763479,581.0,508.8,1.0980549686141672,551.5,500.7,0.2087424493755841,1,467.6775189140407,450.6547747561813,554.3394790863452,524.8498603877212,466.1180327868853,472.4717607973422,451.3819672131148,447.8455149501661,556.7957377049181,543.8335548172757,526.1186885245901,520.3637873754154
494.9,437.9,0.2403946354652587,476.1,421.2,0.567935126991896,581.0,519.3,1.2884323846163763,551.5,504.0,0.2794055273930049,1,464.8705942622951,453.0150417026172,559.5600923928674,525.9573259994248,464.44276315789466,466.1180327868853,452.7368421052632,451.3819672131148,562.389144736842,556.7957377049181,528.0671052631578,526.1186885245901
493.3,437.2,0.2371302971234822,476.1,421.2,0.7289762431228566,581.0,529.4,0.5822408520601452,551.5,500.0,0.7134217003074225,0,464.1346491228071,453.2968201754386,561.1564692982456,524.6788377192983,464.05098684210526,464.44276315789466,454.9263157894737,452.7368421052632,559.4953947368422,562.389144736842,523.6861842105264,528.0671052631578
493.1,405.7,4.047839115783951,476.1,383.3,6.85396125962826,581.1,477.6,8.118611327959606,545.2,495.2,1.1015234361213593,0,458.3826786874594,446.44336663417806,554.2584210526317,521.8429507797271,463.9101973684211,464.05098684210526,452.227302631579,454.9263157894737,561.5848684210526,559.4953947368422,522.2832236842105,523.6861842105264
498.9,405.7,3.837326630251224,474.9,383.3,6.432320226908819,581.1,477.6,7.477878562512568,545.2,456.7,6.80998067842016,0,460.6936080182367,442.10037836881264,549.2983667363773,514.2755913629732,447.1868518518518,463.9101973684211,432.1764814814815,452.227302631579,541.6949999999999,561.5848684210526,519.5594444444444,522.2832236842105
498.9,405.7,3.809028882871676,474.9,383.3,5.8741237697156015,581.1,477.6,6.585507140320692,545.2,456.7,7.138002342468682,0,460.1403192707056,440.6522046439375,546.2053973509933,513.0714704439539,470.9837748344371,447.1868518518518,441.8973509933775,432.1764814814815,544.6152317880794,541.6949999999999,500.98410596026486,519.5594444444444
498.9,434.2,0.3070508862535544,474.9,406.0,0.1560313650959252,576.7,506.4,1.2730215698189862,544.0,456.7,7.223975160259341,0,464.9174192584821,447.07698584427976,551.2479881100693,514.3017106346396,462.2503311258279,470.9837748344371,447.8827814569536,441.8973509933775,552.3059602649006,544.6152317880794,518.6708609271524,500.98410596026486
491.0,434.2,0.154555726790325,474.9,415.1,0.3963020840756549,576.7,518.7,1.0263122982483677,544.0,504.0,0.6607086805808086,0,462.0269136685085,450.3949656206808,554.7959216000644,521.6408796156267,461.5181518151815,462.2503311258279,451.4508250825083,447.8827814569536,556.8227722772277,552.3059602649006,523.2501650165016,518.6708609271524
491.0,434.2,0.2935625968624489,474.9,410.4,1.293465861956454,576.7,514.1,2.2755272699439164,544.0,506.2,0.5878212279369149,0,460.6001628732851,449.1068293695003,553.9572769273371,523.1232085629188,462.3122580645162,461.5181518151815,451.8512903225806,451.4508250825083,555.2590322580646,556.8227722772277,523.0016129032258,523.2501650165016
493.6,436.1,0.2472134503880219,474.7,407.8,1.2610471658341151,576.4,510.8,2.28677310333389,543.2,501.9,0.9689421886065094,0,461.8721450551098,446.2595051616697,551.1420358950372,522.595120770533,457.9700787401575,462.3122580645162,444.0183727034121,451.8512903225806,549.7900262467192,555.2590322580646,523.1178477690289,523.0016129032258
493.6,436.8,0.2514736461585116,475.1,407.8,1.0344849739543749,576.4,510.8,1.5609459408831274,545.1,501.9,0.9892093931031108,0,462.4086720604244,445.52264921944106,551.1581001286654,522.5343751448819,465.3340983606558,457.9700787401575,442.9088524590164,444.0183727034121,548.3770491803278,549.7900262467192,521.6659016393443,523.1178477690289
494.1,436.9,0.125587377733097,478.8,407.8,0.2819901535673013,576.3,510.8,1.642748686012456,546.6,501.9,0.317946338457508,0,464.8172250486779,449.5843938374294,553.191916516371,522.8243821726919,463.9218390804598,465.3340983606558,449.6407224958948,442.9088524590164,555.3072249589491,548.3770491803278,522.8193760262726,521.6659016393443
494.1,436.9,0.4157607707099649,478.8,415.4,1.306722925474951,576.3,523.1,0.6640847287961991,546.6,503.7,0.2721369076912705,0,463.8614873437599,451.4617708866097,555.8835012158245,522.8580433748778,465.1957377049181,463.9218390804598,456.203606557377,449.6407224958948,555.8914754098361,555.3072249589491,523.987868852459,522.8193760262726
494.1,436.4,0.4058943547939346,478.8,420.2,1.371351898795389,576.1,527.4,0.2360382751773371,546.6,503.7,0.3451426164629194,0,463.7311475409836,453.1112568306011,556.4586885245902,522.8252459016393,462.4668852459016,465.1957377049181,448.5409836065574,456.203606557377,556.4518032786884,555.8914754098361,521.7668852459017,523.987868852459
491.6,436.4,0.2135976090787607,477.6,420.2,1.2738041235917412,577.3,527.4,0.1466705800543777,542.8,503.7,0.3359380059119424,0,462.84715163934425,451.2898792062122,557.5437668967501,522.3644869859074,463.5308196721312,462.4668852459016,454.5891803278689,448.5409836065574,557.0327868852459,556.4518032786884,522.7209836065574,521.7668852459017
492.5,436.4,0.3156704198332402,477.6,420.2,0.8703402071782372,578.6,528.8,0.2684547404730936,546.1,501.9,0.517197946277354,0,462.9431518885388,452.1455991115183,559.058040939576,522.9896946183811,462.54375,463.5308196721312,450.7394736842105,454.5891803278689,559.1467105263158,557.0327868852459,522.6055921052632,522.7209836065574
492.5,432.0,0.8093632348404143,473.8,412.5,1.8117330409189505,578.6,525.1,1.3833710922331224,546.1,501.9,0.6660862176599682,0,461.04703391563663,449.1518540707218,558.3380708819369,523.1967640098025,462.75488599348535,462.54375,451.10814332247554,450.7394736842105,560.9946254071662,559.1467105263158,523.6425081433225,522.6055921052632
492.5,431.0,0.4926345388721162,473.8,410.2,1.3186245674297965,578.6,523.0,1.296571747983707,546.1,501.9,0.7956376555692911,0,461.0892043949395,448.412007722826,556.6144397043196,522.5006733951941,457.8424657534247,462.75488599348535,445.6079452054794,451.10814332247554,554.8728767123288,560.9946254071662,523.342191780822,523.6425081433225
492.5,431.0,0.7139259889733045,476.7,410.2,1.181114403706327,578.0,523.0,0.9162503393190784,544.3,504.7,0.2834948195277093,0,461.24973642534127,449.184537581675,555.1107480647973,522.0204345244015,462.6702614379085,457.8424657534247,448.5199346405229,445.6079452054794,553.9758169934639,554.8728767123288,520.5173202614378,523.342191780822
492.5,431.0,0.4083238590355467,477.9,410.2,0.8630755803492673,576.6,523.0,0.8387808187829519,543.2,504.7,0.2890039291773247,0,463.0545822599761,452.6910097010212,554.0973135906551,521.5427441045184,463.2364820846906,462.6702614379085,453.4257328990228,448.5199346405229,556.4835504885992,553.9758169934639,522.2017915309447,520.5173202614378
492.5,435.6,0.233120685132163,477.9,420.4,0.2806926283001254,576.6,523.8,0.7445536154935908,543.9,505.0,0.2139724221420865,0,463.0792616720956,453.14049945711184,554.492996742671,522.2565146579805,463.2570032573291,463.2364820846906,456.1273615635179,453.4257328990228,551.8325732899023,556.4835504885992,521.9091205211727,522.2017915309447
491.9,435.6,0.317689527843254,477.9,420.4,0.1679822639716569,574.9,523.8,0.7618452902756845,543.9,505.0,0.2054733023498582,0,462.6830100681079,452.0872248544072,554.1612504759084,522.4470430221245,462.7442996742671,463.2570032573291,449.86840390879473,456.1273615635179,555.1628664495114,551.8325732899023,522.6586319218242,521.9091205211727
491.6,435.6,0.2953248593087784,472.4,420.4,0.0990487759055807,575.7,523.8,0.571846286938691,543.9,504.4,0.0993271773542382,0,462.28192429177767,450.1637720856776,555.8939323434438,522.5145783098552,462.0477272727273,462.7442996742671,450.26590909090896,449.86840390879473,555.4883116883118,555.1628664495114,522.7733766233765,522.6586319218242
492.1,436.0,0.4485052423933049,477.0,421.0,0.4231422003117964,575.7,528.0,0.2102331379871604,545.1,504.4,0.0949162889352695,0,462.3679080016415,451.7002419510204,556.2149918656323,522.9040375513479,462.05374592833874,462.0477272727273,450.357003257329,450.26590909090896,557.0306188925082,555.4883116883118,522.1117263843648,522.7733766233765
492.1,436.0,0.3766363878665834,477.0,421.0,0.4255317328919759,575.7,527.4,0.0957324181868542,545.1,504.3,0.0839027342453564,0,462.357085490819,452.7005666263451,556.1995156751562,522.7267648240751,463.00225080385854,462.05374592833874,454.4778135048232,450.357003257329,556.1260450160772,557.0306188925082,523.8270096463023,522.1117263843648
492.2,436.0,0.3507286685457785,477.6,421.7,0.3520115234630939,575.4,527.4,0.1036301896638546,545.1,504.3,0.2103059386740868,0,462.7213207190072,454.2785547878807,555.5480190550728,523.1161893626202,462.01525974025975,463.00225080385854,453.2668831168832,454.4778135048232,555.4418831168831,556.1260450160772,522.2415584415584,523.8270096463023
492.2,435.7,0.1881333960138417,477.6,423.4,0.3919164824466978,574.5,526.0,0.0923541110546404,543.7,503.9,0.215643068127858,1,462.5849569874279,453.745125096262,554.467024679464,522.1587605228647,463.1464516129033,462.01525974025975,455.0909677419355,453.2668831168832,555.0761290322582,555.4418831168831,523.28,522.2415584415584
492.2,435.7,0.1335341871324875,477.6,422.6,0.4150226933587693,574.3,523.8,0.2260346429910866,543.7,501.9,0.352732492756331,0,462.8187053587976,453.2858296452191,553.6239374269107,521.4785646669408,462.59315960912056,463.1464516129033,452.8775244299675,455.0909677419355,552.8830618892507,555.0761290322582,520.9547231270359,523.28
491.0,435.7,0.1058139372192546,474.4,422.4,0.159904153670266,572.8,523.8,0.3413978931378188,540.7,501.9,0.3483469181505094,0,462.4737466753968,452.3530418984431,552.6112084568869,520.5079537344649,462.716504854369,462.59315960912056,451.8889967637541,452.8775244299675,552.9126213592233,552.8830618892507,520.2009708737863,520.9547231270359
491.0,435.8,0.0380795523891826,474.3,422.4,0.2136171012000437,572.8,523.8,0.339299419567756,540.6,501.9,0.4106517959452512,0,462.3724553771185,451.74797964256646,552.1811402080889,520.40432308173,462.111575562701,462.716504854369,452.2926045016077,451.8889967637541,552.0379421221865,552.9126213592233,520.3681672025723,520.2009708737863
491.8,435.8,0.1477166337297258,477.0,422.3,0.2159114759910957,572.1,523.7,0.2173756988216283,541.5,500.2,0.1723354370227917,0,462.4465307101261,452.4256809401334,551.9686179898796,520.324167217893,462.28928571428565,462.111575562701,451.0623376623376,452.2926045016077,551.592857142857,552.0379421221865,520.6438311688312,520.3681672025723
491.8,436.1,0.2729004580048407,477.0,422.3,0.395572280372476,572.1,523.6,0.2632818917179698,541.5,500.2,0.3730988275126958,0,462.2343113531422,452.6522385155052,551.6032753462905,520.045779250479,462.9387308533917,462.28928571428565,453.9221006564552,451.0623376623376,552.2750547045952,551.592857142857,519.9605032822757,520.6438311688312
491.8,436.2,0.2022171833469621,477.0,422.3,0.4259681793588348,572.6,523.6,0.1287553194022522,541.5,498.2,0.8111851344748212,0,461.81974070521096,452.58282541494464,552.2216125828245,519.1246114838194,461.4749174917492,462.9387308533917,452.9722772277228,453.9221006564552,550.9419141914192,552.2750547045952,519.53300330033,519.9605032822757
489.3,430.3,0.9035123779983436,473.7,411.6,2.009975083339219,572.6,515.5,0.9349173237535846,540.0,498.2,1.2437168312664963,0,459.2975219101088,449.54664647272193,549.0422503763282,518.7654366308623,461.0455737704919,461.4749174917492,450.8540983606557,452.9722772277228,553.447868852459,550.9419141914192,517.8803278688524,519.53300330033
491.2,430.3,0.7829874588735622,472.9,411.6,1.8255225222478495,572.6,514.8,1.0738684349627443,540.0,489.0,1.3823891461898596,0,459.7358281013837,448.6743573421695,549.1206287059644,515.6076595744681,455.3720744680852,461.0455737704919,444.8135638297872,450.8540983606557,542.7369680851064,553.447868852459,518.8829787234042,517.8803278688524
491.2,430.3,0.8266892785607215,476.4,411.6,1.450901178811097,572.6,514.8,1.06235506845448,540.0,489.0,1.2161218295741636,0,460.1230255524792,449.7086589743939,549.0230220417898,516.2138912186183,462.78983606557387,455.3720744680852,450.3554098360656,444.8135638297872,551.1770491803279,542.7369680851064,510.0596721311476,518.8829787234042
491.2,435.7,0.0670598270159227,476.4,421.1,0.6239798126750717,572.6,514.8,1.1726238779039413,539.4,489.0,0.8771109027479614,0,462.6282770455736,452.3742034872719,552.3674975923683,516.5364509423957,462.2071661237785,462.78983606557387,453.95700325732906,450.3554098360656,553.1550488599349,551.1770491803279,519.6990228013029,510.0596721311476
491.1,435.7,0.1236123932310442,477.5,421.1,0.6659239089562848,574.5,524.9,0.3181787494067196,542.5,502.8,0.3482937284297224,0,462.6345776450749,453.9558414167818,553.6077260748697,520.5968191316896,462.8878289473685,462.2071661237785,452.810197368421,453.95700325732906,552.7703947368421,553.1550488599349,519.8506578947367,519.6990228013029
491.1,437.1,0.0981745037440763,477.5,424.3,0.5296990323626151,574.5,524.9,0.6134312264154922,542.5,502.8,0.5446052846900938,0,462.34918240120106,453.4266006795894,553.5753241673096,521.1956198101224,462.80873786407767,462.8878289473685,455.1003236245955,452.810197368421,554.8977346278317,552.7703947368421,522.2407766990291,519.8506578947367
491.1,435.1,0.0729528164004389,477.5,422.9,0.4711961042635121,574.5,525.4,0.628427398844631,542.5,502.9,0.6107539618440718,0,461.9820918777612,452.7877917207168,553.8313128069415,521.9120671785435,461.35098039215694,462.80873786407767,452.3692810457516,455.1003236245955,553.057843137255,554.8977346278317,521.4954248366013,522.2407766990291
490.1,435.1,0.0730332513475237,476.5,422.4,0.6431693294706102,572.9,526.0,0.1964853025370428,546.2,502.9,0.527622368237576,1,461.641038230761,452.29131632448417,552.3006576745873,522.7996501592089,461.7865573770492,461.35098039215694,450.8937704918033,452.3692810457516,553.5383606557377,553.057843137255,522.0000000000001,521.4954248366013
490.1,435.1,0.076223930587928,476.5,421.2,0.7837685550892307,575.1,523.2,0.7094005446895144,546.2,499.9,1.0312724253823584,0,461.0940994115175,450.63401499229377,553.2598465741908,522.5576779459157,461.7855769230769,461.7865573770492,453.6108974358975,450.8937704918033,550.3057692307692,553.5383606557377,524.9035256410256,522.0000000000001
490.1,435.3,0.1429851649424543,476.5,421.2,0.7497055190219777,576.6,523.2,0.7176899261733544,546.2,499.9,0.9062393787877776,0,460.5772688104246,450.56396034748497,554.8857482135351,522.3794265797954,459.7101639344263,461.7855769230769,447.3973770491804,453.6108974358975,555.9354098360656,550.3057692307692,520.7695081967214,524.9035256410256
491.9,435.3,0.2490910312627569,478.8,421.2,0.7317405416439683,576.6,523.2,0.6789627223672984,543.6,499.9,0.2621467625642559,0,461.11302112813945,451.5742258058775,556.527147612182,521.6861775333299,460.2360655737705,459.7101639344263,450.68360655737706,447.3973770491804,558.4160655737705,555.9354098360656,521.4652459016394,520.7695081967214
491.9,435.6,0.3084702537255378,478.8,421.7,0.7698642371468656,576.6,526.8,0.4321114955185777,543.6,500.4,0.9005420625362763,0,462.2466461370103,453.5056196033368,556.8353659785151,522.3467743681889,463.3928338762215,460.2360655737705,456.6416938110749,450.68360655737706,555.2299674267101,558.4160655737705,522.8237785016287,521.4652459016394
491.9,435.6,0.3054822640881866,478.8,421.7,0.771026332002151,575.9,526.8,0.4116091368284949,543.6,502.8,0.6395947613360035,0,462.7969619414245,454.4215819197089,556.3444047266522,522.4393114485948,463.1110389610389,463.3928338762215,453.1915584415584,456.6416938110749,556.8600649350649,555.2299674267101,522.7512987012987,522.8237785016287
490.7,435.9,0.2383559992438447,477.4,424.1,0.4825732279209067,575.9,526.8,0.1764967430633312,543.8,502.8,0.5136846029212025,0,462.3424559696546,454.1014950576025,556.7355013607456,522.5124927732419,461.887012987013,463.1110389610389,453.4314935064935,453.1915584415584,556.9431818181819,556.8600649350649,521.7428571428571,522.7512987012987
490.6,435.9,0.2011126729229067,477.4,424.1,0.2608145176826985,576.3,528.4,0.0736203334659428,543.8,502.8,0.4999308783235328,1,462.1054429826417,454.6391623306119,556.9803005626295,522.448270513417,462.0293159609121,461.887012987013,455.6814332247557,453.4314935064935,556.4032573289902,556.9431818181819,523.04332247557,521.7428571428571
490.6,435.9,0.3444281437861721,477.4,424.8,0.2579180734605838,577.4,528.4,0.0753051127002894,543.9,503.9,0.5068417574078311,0,461.9435482881888,455.4198051374176,557.6675677528037,523.0053026285888,462.4,462.0293159609121,454.8045602605863,455.6814332247557,557.5944625407166,556.4032573289902,522.5586319218241,523.04332247557
491.4,436.7,0.3960076534635958,480.7,424.9,0.5133172751810577,578.3,528.7,0.2468601293814709,545.5,503.9,0.5017123336304727,0,462.2536687743364,456.3050263205634,559.0258368151833,523.5480661044741,461.4013289036545,462.4,455.7734219269104,454.8045602605863,559.0049833887043,557.5944625407166,523.413953488372,522.5586319218241
