temperature_1_max,temperature_1_min,temperature_1_std,temperature_2_max,temperature_2_min,temperature_2_std,temperature_3_max,temperature_3_min,temperature_3_std,temperature_4_max,temperature_4_min,temperature_4_std,label,temperature_1,temperature_2,temperature_3,temperature_4
494.1,437.7,0.338245602012378,477.1,423.6,0.543678259539773,580.6,529.9,0.5983505376075988,545.8,506.2,0.4794307133800515,0,464.4881431479696,453.5677095610558,560.0981120754312,524.8520993606915
493.4,437.7,0.35961016981269145,477.1,423.6,0.4620319854730147,580.6,529.9,0.6833509078590273,548.5,506.4,0.385848488901258,0,464.1746171315023,453.10180966574404,560.1691565538287,525.5142658434462
493.4,437.1,0.7078105531500825,477.1,413.4,1.513107159799127,580.6,511.7,2.1157967626296936,548.5,504.4,0.30021015033810167,0,462.99908938500977,450.7679176483357,557.0749063556891,525.2129026431793
501.2,437.1,0.7854511353967045,474.4,410.6,1.4094928748894509,580.3,508.8,1.8473780770998458,548.5,500.7,0.3837148204754209,0,465.6362336945064,448.54789804156036,551.0941787264751,523.5501213858041
501.2,437.1,0.7661482635349478,474.4,410.6,1.3634309477543454,578.2,508.8,1.1226174265819198,550.8,500.7,0.5565737567666765,0,466.33943077065436,448.39253646324806,549.7458964895862,523.351156088806
501.2,438.3,0.1217020977074228,475.4,410.6,0.5257948502763479,581.0,508.8,1.0980549686141672,551.5,500.7,0.2087424493755841,1,467.6775189140407,450.6547747561813,554.3394790863452,524.8498603877212
494.9,437.9,0.24039463546525877,476.1,421.2,0.567935126991896,581.0,519.3,1.2884323846163763,551.5,504.0,0.2794055273930049,1,464.87059426229507,453.0150417026172,559.5600923928674,525.9573259994248
493.3,437.2,0.2371302971234822,476.1,421.2,0.7289762431228566,581.0,529.4,0.5822408520601452,551.5,500.0,0.7134217003074225,0,464.13464912280705,453.2968201754386,561.1564692982456,524.6788377192983
493.1,405.7,4.047839115783951,476.1,383.3,6.85396125962826,581.1,477.6,8.118611327959606,545.2,495.2,1.1015234361213593,0,458.3826786874594,446.44336663417806,554.2584210526317,521.8429507797271
498.9,405.7,3.8373266302512237,474.9,383.3,6.432320226908819,581.1,477.6,7.477878562512568,545.2,456.7,6.80998067842016,0,460.6936080182367,442.10037836881264,549.2983667363773,514.2755913629732
498.9,405.7,3.809028882871676,474.9,383.3,5.8741237697156015,581.1,477.6,6.585507140320692,545.2,456.7,7.138002342468682,0,460.14031927070556,440.6522046439375,546.2053973509933,513.0714704439539
498.9,434.2,0.3070508862535544,474.9,406.0,0.15603136509592522,576.7,506.4,1.2730215698189862,544.0,456.7,7.223975160259341,0,464.91741925848214,447.07698584427976,551.2479881100693,514.3017106346396
491.0,434.2,0.15455572679032503,474.9,415.1,0.3963020840756549,576.7,518.7,1.0263122982483677,544.0,504.0,0.6607086805808086,0,462.02691366850854,450.3949656206808,554.7959216000644,521.6408796156267
491.0,434.2,0.29356259686244895,474.9,410.4,1.293465861956454,576.7,514.1,2.2755272699439164,544.0,506.2,0.5878212279369149,0,460.6001628732851,449.1068293695003,553.9572769273371,523.1232085629188
493.6,436.1,0.2472134503880219,474.7,407.8,1.2610471658341151,576.4,510.8,2.28677310333389,543.2,501.9,0.9689421886065094,0,461.8721450551098,446.2595051616697,551.1420358950372,522.595120770533
493.6,436.8,0.2514736461585116,475.1,407.8,1.0344849739543749,576.4,510.8,1.5609459408831274,545.1,501.9,0.9892093931031107,0,462.40867206042435,445.52264921944106,551.1581001286654,522.5343751448819
494.1,436.9,0.125587377733097,478.8,407.8,0.2819901535673013,576.3,510.8,1.642748686012456,546.6,501.9,0.317946338457508,0,464.8172250486779,449.5843938374294,553.191916516371,522.8243821726919
494.1,436.9,0.4157607707099649,478.8,415.4,1.306722925474951,576.3,523.1,0.6640847287961991,546.6,503.7,0.2721369076912705,0,463.86148734375985,451.4617708866097,555.8835012158245,522.8580433748778
494.1,436.4,0.4058943547939346,478.8,420.2,1.371351898795389,576.1,527.4,0.23603827517733714,546.6,503.7,0.34514261646291944,0,463.7311475409836,453.1112568306011,556.4586885245902,522.8252459016393
491.6,436.4,0.2135976090787607,477.6,420.2,1.2738041235917412,577.3,527.4,0.14667058005437777,542.8,503.7,0.3359380059119424,0,462.84715163934425,451.2898792062122,557.5437668967501,522.3644869859074
492.5,436.4,0.31567041983324023,477.6,420.2,0.8703402071782372,578.6,528.8,0.2684547404730936,546.1,501.9,0.517197946277354,0,462.9431518885388,452.1455991115183,559.058040939576,522.9896946183811
492.5,432.0,0.8093632348404143,473.8,412.5,1.8117330409189503,578.6,525.1,1.3833710922331224,546.1,501.9,0.6660862176599682,0,461.04703391563663,449.1518540707218,558.3380708819369,523.1967640098025
492.5,431.0,0.4926345388721162,473.8,410.2,1.3186245674297965,578.6,523.0,1.2965717479837067,546.1,501.9,0.7956376555692911,0,461.0892043949395,448.412007722826,556.6144397043196,522.5006733951941
492.5,431.0,0.7139259889733045,476.7,410.2,1.181114403706327,578.0,523.0,0.9162503393190784,544.3,504.7,0.28349481952770933,0,461.24973642534127,449.184537581675,555.1107480647973,522.0204345244015
492.5,431.0,0.40832385903554674,477.9,410.2,0.8630755803492673,576.6,523.0,0.8387808187829519,543.2,504.7,0.2890039291773247,0,463.0545822599761,452.6910097010212,554.0973135906551,521.5427441045184
492.5,435.6,0.23312068513216305,477.9,420.4,0.2806926283001254,576.6,523.8,0.7445536154935908,543.9,505.0,0.2139724221420865,0,463.0792616720956,453.14049945711184,554.492996742671,522.2565146579805
491.9,435.6,0.317689527843254,477.9,420.4,0.16798226397165697,574.9,523.8,0.7618452902756845,543.9,505.0,0.20547330234985822,0,462.6830100681079,452.0872248544072,554.1612504759084,522.4470430221245
491.6,435.6,0.2953248593087784,472.4,420.4,0.09904877590558075,575.7,523.8,0.571846286938691,543.9,504.4,0.09932717735423821,0,462.28192429177767,450.16377208567764,555.8939323434438,522.5145783098552
492.1,436.0,0.4485052423933049,477.0,421.0,0.4231422003117964,575.7,528.0,0.21023313798716045,545.1,504.4,0.09491628893526952,0,462.3679080016415,451.7002419510204,556.2149918656323,522.9040375513479
492.1,436.0,0.3766363878665834,477.0,421.0,0.42553173289197593,575.7,527.4,0.09573241818685427,545.1,504.3,0.08390273424535646,0,462.357085490819,452.7005666263451,556.1995156751562,522.7267648240751
492.2,436.0,0.35072866854577855,477.6,421.7,0.35201152346309394,575.4,527.4,0.10363018966385465,545.1,504.3,0.21030593867408687,0,462.7213207190072,454.2785547878807,555.5480190550728,523.1161893626202
492.2,435.7,0.18813339601384174,477.6,423.4,0.3919164824466978,574.5,526.0,0.09235411105464045,543.7,503.9,0.21564306812785805,1,462.5849569874279,453.74512509626203,554.467024679464,522.1587605228647
492.2,435.7,0.13353418713248755,477.6,422.6,0.41502269335876935,574.3,523.8,0.22603464299108667,543.7,501.9,0.35273249275633106,0,462.8187053587976,453.28582964521905,553.6239374269107,521.4785646669408
491.0,435.7,0.10581393721925463,474.4,422.4,0.15990415367026603,572.8,523.8,0.3413978931378188,540.7,501.9,0.3483469181505094,0,462.4737466753968,452.3530418984431,552.6112084568869,520.5079537344649
491.0,435.8,0.03807955238918262,474.3,422.4,0.2136171012000437,572.8,523.8,0.339299419567756,540.6,501.9,0.4106517959452512,0,462.3724553771185,451.74797964256646,552.1811402080889,520.40432308173
491.8,435.8,0.14771663372972588,477.0,422.3,0.2159114759910957,572.1,523.7,0.21737569882162838,541.5,500.2,0.17233543702279175,0,462.4465307101261,452.4256809401334,551.9686179898796,520.324167217893
491.8,436.1,0.2729004580048407,477.0,422.3,0.39557228037247605,572.1,523.6,0.2632818917179698,541.5,500.2,0.3730988275126958,0,462.2343113531422,452.6522385155052,551.6032753462905,520.045779250479
491.8,436.2,0.20221718334696218,477.0,422.3,0.42596817935883485,572.6,523.6,0.1287553194022522,541.5,498.2,0.8111851344748212,0,461.81974070521096,452.58282541494464,552.2216125828245,519.1246114838194
489.3,430.3,0.9035123779983436,473.7,411.6,2.009975083339219,572.6,515.5,0.9349173237535846,540.0,498.2,1.2437168312664963,0,459.29752191010874,449.54664647272193,549.0422503763282,518.7654366308623
491.2,430.3,0.7829874588735622,472.9,411.6,1.8255225222478497,572.6,514.8,1.0738684349627443,540.0,489.0,1.3823891461898596,0,459.7358281013837,448.6743573421695,549.1206287059644,515.6076595744681
491.2,430.3,0.8266892785607215,476.4,411.6,1.450901178811097,572.6,514.8,1.06235506845448,540.0,489.0,1.2161218295741636,0,460.1230255524792,449.7086589743939,549.0230220417898,516.2138912186183
491.2,435.7,0.06705982701592278,476.4,421.1,0.6239798126750717,572.6,514.8,1.1726238779039413,539.4,489.0,0.8771109027479614,0,462.6282770455736,452.37420348727187,552.3674975923683,516.5364509423957
491.1,435.7,0.1236123932310442,477.5,421.1,0.6659239089562848,574.5,524.9,0.3181787494067196,542.5,502.8,0.34829372842972245,0,462.63457764507484,453.9558414167818,553.6077260748697,520.5968191316896
491.1,437.1,0.09817450374407632,477.5,424.3,0.5296990323626151,574.5,524.9,0.6134312264154922,542.5,502.8,0.5446052846900938,0,462.34918240120106,453.4266006795894,553.5753241673096,521.1956198101224
491.1,435.1,0.07295281640043898,477.5,422.9,0.47119610426351216,574.5,525.4,0.628427398844631,542.5,502.9,0.6107539618440718,0,461.9820918777612,452.78779172071677,553.8313128069415,521.9120671785435
490.1,435.1,0.07303325134752374,476.5,422.4,0.6431693294706102,572.9,526.0,0.1964853025370428,546.2,502.9,0.527622368237576,1,461.641038230761,452.29131632448417,552.3006576745873,522.7996501592089
490.1,435.1,0.07622393058792803,476.5,421.2,0.7837685550892307,575.1,523.2,0.7094005446895144,546.2,499.9,1.0312724253823584,0,461.09409941151745,450.63401499229377,553.2598465741908,522.5576779459157
490.1,435.3,0.14298516494245436,476.5,421.2,0.7497055190219777,576.6,523.2,0.7176899261733544,546.2,499.9,0.9062393787877775,0,460.5772688104246,450.56396034748497,554.8857482135351,522.3794265797954
491.9,435.3,0.24909103126275692,478.8,421.2,0.7317405416439683,576.6,523.2,0.6789627223672984,543.6,499.9,0.26214676256425595,0,461.11302112813945,451.57422580587746,556.527147612182,521.6861775333299
491.9,435.6,0.3084702537255378,478.8,421.7,0.7698642371468656,576.6,526.8,0.4321114955185777,543.6,500.4,0.9005420625362763,0,462.24664613701026,453.5056196033368,556.8353659785151,522.3467743681889
491.9,435.6,0.3054822640881866,478.8,421.7,0.771026332002151,575.9,526.8,0.4116091368284949,543.6,502.8,0.6395947613360035,0,462.7969619414245,454.4215819197089,556.3444047266522,522.4393114485948
490.7,435.9,0.23835599924384476,477.4,424.1,0.4825732279209067,575.9,526.8,0.1764967430633312,543.8,502.8,0.5136846029212025,0,462.3424559696546,454.1014950576025,556.7355013607456,522.5124927732419
490.6,435.9,0.20111267292290677,477.4,424.1,0.2608145176826985,576.3,528.4,0.07362033346594281,543.8,502.8,0.4999308783235328,1,462.1054429826417,454.6391623306119,556.9803005626295,522.448270513417
490.6,435.9,0.3444281437861721,477.4,424.8,0.2579180734605838,577.4,528.4,0.07530511270028949,543.9,503.9,0.5068417574078311,0,461.9435482881888,455.41980513741754,557.6675677528037,523.0053026285888
491.4,436.7,0.3960076534635958,480.7,424.9,0.5133172751810577,578.3,528.7,0.24686012938147098,545.5,503.9,0.5017123336304727,0,462.2536687743364,456.3050263205634,559.0258368151833,523.5480661044741
491.4,436.7,0.39448897973895897,480.7,424.9,0.7159055864460329,579.4,529.5,0.18441946443841364,545.5,504.2,0.5406356679155604,0,461.5737123473212,455.5455541639846,560.3988155325479,523.7214415205108
491.4,434.0,0.31991591321985924,480.7,414.3,0.8424336510133245,579.4,521.0,0.7635272412532985,545.5,493.9,0.7125592320268452,0,461.06738702649517,452.59199522102745,557.6735160587533,519.8001236910535
488.4,432.5,0.3622785599366721,473.7,414.3,0.7552597595293675,579.4,521.0,0.7555411435327832,543.9,493.9,0.816538744322392,0,459.38683881567204,449.27919247115966,556.2883688703168,518.2342855101967
488.4,432.5,0.32454917410829964,471.9,414.3,0.25762157565485894,577.5,521.0,0.5452690044696078,543.6,493.9,0.1802443791707512,0,458.79182221140354,448.2507367738861,555.474193901516,518.1983240490212
487.6,421.2,0.917403805678722,476.4,393.2,4.932726596838986,577.6,481.5,7.149031584656849,543.6,503.3,0.3328536506176046,0,455.90082050637375,445.7433724658442,552.8668902167569,521.2283240490211
487.6,419.7,0.7004322430961987,476.4,393.2,5.2960271693137075,577.6,481.5,6.916141236263823,549.6,497.9,3.752278530375413,0,452.1062130861839,442.70389734361237,548.6480553735013,521.6284052972236
487.6,419.7,0.4928218270561965,476.4,393.2,5.389335293604663,577.6,481.5,6.91364046637512,551.2,497.9,3.4035321674938213,0,451.11886255612126,441.0575146654343,545.9018466303664,522.1791563803646
485.9,419.7,0.22726622900784774,466.7,412.9,0.4603248366568636,572.6,510.9,1.0935880943608458,552.1,497.9,2.071460443955388,0,453.1824132807589,442.60180707805154,549.328431360877,524.0354308901684
486.4,350.8,12.89450525007237,466.7,333.4,14.075550571285936,573.0,407.7,21.004871098717548,552.1,442.6,7.931823046546851,0,442.5768431053203,428.48370348573735,534.0269077602087,516.8548168550808
486.4,350.8,12.513104805831444,465.8,333.4,13.641441704740618,573.0,407.7,20.030197411929556,552.1,442.6,8.858983392595567,0,439.8002595628416,419.97857043363797,525.5576886291857,507.9866706846672
486.4,350.8,12.207178659772872,464.6,333.4,12.99120779997812,573.0,407.7,18.85692353223641,549.1,442.6,9.251025335773607,0,437.06178961748634,414.5119294821754,520.0259803538902,501.86329234972686
487.7,416.8,0.5051873182241684,461.2,383.1,0.6405951862342133,561.8,489.8,0.19922336059311796,532.6,484.5,0.9444933932812374,0,451.8317840987226,427.6052654434914,533.322131147541,505.66724930336915
487.7,418.5,0.41564021053165223,467.3,392.7,0.5834694530351437,568.1,497.0,1.0975564025630726,540.4,493.5,1.0096229364144178,0,455.471118552975,435.43047526554557,540.0516481014432,511.7854856071383
487.7,428.6,0.2692818202508339,468.0,394.6,0.8213286832611829,568.1,497.0,1.5179443125670675,540.4,494.8,0.7867113798232339,0,458.6698070775651,441.0596555934144,543.0968940030825,515.0367424377393
486.9,430.5,0.2614303260276205,468.0,409.5,0.7015964277120811,570.6,513.1,0.5364372743556713,542.4,502.3,0.3269531005988746,0,458.45867871654747,443.55034643407595,547.3745442763066,517.8620614403811
486.9,430.5,0.268053743221128,468.0,411.6,0.4642901834916169,570.8,516.5,0.6590905842470872,544.3,502.3,0.233992745116698,0,458.6222360404497,443.8339960698807,548.9256647554442,519.6353515123782
487.1,431.5,0.09886158176305992,468.0,413.3,0.14611693618948676,571.0,517.7,0.6598573652842026,544.3,504.5,0.4157682428425136,0,458.7345857672257,444.1364004414654,550.5373587445152,520.5433296544546
487.1,431.1,0.13998405841456207,468.0,413.3,0.14151861473859897,574.1,519.0,0.7121193033801476,544.3,504.8,0.3581497332118975,0,458.37775516613283,444.01017093326874,552.2520035532584,521.5781930424328
487.1,426.6,0.5001982226485138,467.7,398.7,2.142764621840255,574.1,501.6,2.9372368681503986,543.7,503.2,0.931249678631497,0,455.73256300881013,440.4824322515892,548.6552612356418,520.3670868183339
486.9,426.6,0.7060080890292214,465.8,396.0,1.9346358696992394,574.1,498.5,3.135232446542128,543.7,493.6,0.8720973048529949,0,454.26440784833903,435.5408190752635,543.4102554633027,517.2197444031873
488.8,426.6,0.308308823071899,463.1,396.0,0.9569726978828571,569.2,498.5,1.3714776540991964,537.5,493.6,0.5735944782111263,0,454.62220164648244,432.7654352448599,536.6953700198898,514.3961773480816
488.8,428.3,0.774530548854001,464.7,396.0,1.3533305814136358,569.9,498.5,2.027778262537879,543.4,493.6,1.0318946808467295,0,456.99757854641734,435.869102652417,539.7522330786447,515.1855452899778
488.8,412.4,1.658803790477743,464.7,356.6,1.0111820521303976,569.9,443.7,1.0263156935080215,543.4,449.7,1.094288836939989,1,452.76222077547027,424.93771178823073,520.7745187142826,499.1624937997116
485.5,406.2,2.3379982794424596,464.7,356.6,2.8381042059144392,569.9,443.7,2.981951634162783,543.4,449.7,0.2061837430676532,0,444.9696989822607,413.8946790272657,504.8143006767784,484.28387907835895
474.5,405.3,2.351080140500486,435.8,356.6,2.1805866640545553,520.1,443.7,2.1257210205307655,495.1,449.7,0.17387073147984677,0,441.14556213860897,399.19776005198054,486.05850539040927,468.2635618023317
488.2,405.3,2.3314464883945343,435.8,363.5,2.1251880790271556,524.9,452.7,1.7498686897033087,507.6,455.7,0.8106949902129754,0,446.72160480323174,401.100155856484,493.4203729966628,474.9093191135806
488.2,405.3,0.9731534515669945,434.2,363.5,0.34280768217242136,531.5,456.7,0.2898610747708014,510.5,460.7,0.7887833467304892,0,450.5435779523536,402.73040883381947,499.7947666290548,481.0113382015854
488.2,413.4,0.21191483789204874,436.5,369.1,0.16136654714248333,531.6,464.7,0.8122012777326887,510.5,468.1,0.5553113931153253,0,449.0133057276476,406.6972387217645,504.9342867584964,486.12328493467606
476.6,413.4,0.090268389120423,436.5,373.1,0.7617103629023917,536.5,471.7,0.7039281569401115,512.2,471.9,0.35891294669373025,0,443.494808129933,408.6340225449332,509.1095850603042,488.5082407124249
472.4,412.9,0.29039438965307474,439.9,375.5,0.7018298443587668,538.9,478.5,0.5104062068821288,512.2,472.0,0.32011413916767206,0,441.58509717352723,410.80355942229727,511.96004775714556,489.45238497164877
472.4,412.6,0.34110323695167905,440.3,377.2,1.3229786898973115,541.5,477.8,1.2942000260340825,513.3,474.3,0.596760282837981,0,440.0289009985352,410.7849371011004,513.6120402254164,490.6953565647181
473.8,412.6,0.33266838818120376,440.3,374.4,1.660144417000216,541.5,474.7,1.1897337733684523,513.3,472.3,0.47004174313353597,0,440.4033898816529,409.6615519707421,513.5367419236085,490.72881037302585
473.8,412.6,0.26509912800986585,440.3,374.4,1.6541883090403497,541.5,474.7,1.4664339242907696,514.9,472.3,0.4072574111237539,0,440.7687493587771,409.62113802738696,513.8919706817784,491.35800427280793
473.8,375.7,4.49316505775711,440.4,329.6,8.592445978870337,542.9,429.0,8.13260348408177,515.0,458.4,0.9544007550217262,0,432.935392998984,399.16321750091,504.330781434214,489.61355353446453
472.2,375.7,4.36386733100832,441.1,329.6,7.547615240842009,542.9,429.0,7.766301968139619,515.0,458.4,1.308810827553314,0,429.3200051935789,400.3000083447423,501.94341380321765,488.14505779538837
472.2,375.7,4.1864065554276255,441.1,329.6,7.459655732829315,542.9,429.0,6.890157910096317,515.0,458.4,1.5732194870758942,1,428.57163918050696,399.53007370421955,499.0812133674878,486.1103083400508
470.6,408.4,0.23541726031105048,441.2,372.8,1.176852562274166,536.5,467.1,1.2311785505985344,508.0,471.4,0.3219034854180579,0,437.562147979086,411.9187226031448,508.3970355113681,486.91048136026893
470.6,409.4,0.26840586927830506,441.2,372.8,1.2106388391334093,541.7,467.1,1.016082179457363,514.0,471.4,0.47941072482917846,0,439.82317848601616,413.2740886220576,512.8393051031488,489.44618842832097
470.6,409.8,0.21490925724987273,442.5,378.8,1.1876486845346197,542.8,477.6,0.3640667905935926,516.8,471.8,0.212873844434634,0,439.22547259061747,414.89869170347646,516.4855661757747,492.16263005487184
471.1,411.1,0.13503414048030785,444.4,383.0,1.112018836528889,543.0,484.2,0.2012193520550559,516.8,474.0,0.38326513680045515,0,439.55697820046186,416.302925521506,519.0861303536717,493.66665949147455
471.1,411.4,0.1556512538650111,445.7,383.0,0.7036821459982684,544.3,482.3,1.019468560364495,516.8,474.0,0.654871029123506,0,438.75517371054985,417.2639413167129,518.5558986353805,494.0314606897316
471.3,400.2,1.9169872927998644,445.7,370.9,1.996550702539462,544.3,465.8,1.6820161940439515,516.3,468.2,0.7914352723926054,0,437.5723951053239,415.01523264269036,513.6646628328739,491.58089278999813
471.3,397.6,2.398279403309354,445.7,368.5,2.301166697320228,544.3,462.4,0.9117642794442098,516.3,467.8,1.0587897304366964,0,436.0552969391965,408.7341128592863,508.18984209551746,487.328645396974
482.5,397.6,2.418683464051858,442.1,368.5,2.430883720447691,536.9,462.4,1.497761595115477,507.4,467.8,1.0733897654556983,1,441.49440392292155,406.55231000060235,506.78465384215224,484.2126057529611
482.5,397.6,0.6119650342106246,442.3,368.5,0.4834095064266486,540.6,462.4,1.43580131861707,513.9,467.8,0.8774163228013846,0,444.53589060219565,409.13251581107096,511.4837680055842,485.6640522875817
482.5,411.7,0.24726687640442477,444.9,372.7,0.19685547603031822,540.8,477.5,0.48011080962059477,513.9,470.3,0.6304527869983568,0,445.07468382103986,415.0221259654816,515.8647048633546,489.2634127999816
471.9,411.7,0.2859370236829126,444.9,381.5,1.007461912164295,541.9,481.2,0.5006673610297959,513.9,470.3,0.11547789467439033,0,440.0881273712584,417.85283233293745,518.4475914386117,491.42956209311745
470.2,409.1,0.2992547002980576,444.9,384.0,0.8082318573455631,544.4,481.2,0.6690221611310082,514.1,470.3,0.1975131760040592,0,437.736204088284,419.20975115146666,520.3987582659983,491.9292256525303
467.6,409.1,0.06466478616320337,450.4,388.7,0.804144016127628,545.3,488.5,0.3300400126017975,514.2,476.0,0.16045169017852765,0,437.6771452011444,421.51411481096125,523.1955833220549,492.7361430342437
469.0,409.1,0.12387985639046019,450.4,388.7,0.49136584232448705,546.4,492.8,0.18231808788553547,514.2,476.0,0.1805906844677717,0,438.29448194578384,424.257136683453,525.23450016072,493.42569841780056
470.1,410.0,0.14344630446161463,454.6,391.4,0.5350428228582159,546.8,496.6,0.2732500573018399,517.5,476.6,0.07621484470585141,0,439.78904752839657,427.1922975231085,526.1281521670156,494.4544313302451
470.1,413.0,0.14479115116305424,454.6,395.6,1.1853299291097592,548.0,496.6,0.2240187437712443,518.9,476.6,0.15520606422454877,0,439.9779364172853,426.3732343422807,527.2622480275821,495.9177210905937
470.1,412.2,0.12693668945353698,454.6,394.0,1.2542368572990605,550.3,498.6,0.17816111476286645,521.0,480.0,0.21795838846392082,0,439.683449471323,424.8999906550061,528.8150391986954,497.88276234206705
468.2,412.2,0.18379458971424176,446.3,393.3,0.28018349366093764,553.4,498.6,0.19812829169963522,524.1,480.6,0.12744950859981224,0,439.2905778777813,422.8950483945855,531.0486003071538,499.7170348941034
469.7,412.2,0.22477651518268832,450.3,393.3,0.37071271584880655,556.3,502.9,0.015294204453923418,525.2,482.1,0.2632492488304034,0,440.0536497732062,424.1950483945855,534.2377070609664,501.7917625629487
