timestamp,part_id,temperature_1_max,temperature_1_min,temperature_1_std,temperature_2_max,temperature_2_min,temperature_2_std,temperature_3_max,temperature_3_min,temperature_3_std,temperature_4_max,temperature_4_min,temperature_4_std,label,original_row
2024-02-16 22:19:29+05:30,2124077464219042,489.5,432.6,17.41719498445747,472.7,418.1,16.80261751697177,581.9,534.2,15.218109803518415,552.0,510.5,12.14643529169371,0,63653
2024-02-16 22:34:46+05:30,2124077464589042,487.7,432.3,17.34419512851114,472.0,418.6,16.955747390049652,582.7,534.6,15.236984498077316,552.7,511.5,12.260379060453799,1,64570
2024-02-16 23:17:52+05:30,2124077465919042,489.8,432.1,17.80958065004644,469.0,414.3,17.35839721133048,581.3,527.3,16.29304982797947,549.1,507.9,12.041511044357321,0,65520
2024-02-16 23:33:13+05:30,2124077466419042,488.9,430.8,17.72182837128871,470.8,411.6,17.289224102748513,576.9,523.7,16.57022129735074,546.9,508.2,11.920720721458125,0,66441
2024-02-17 00:11:03+05:30,2124077467469042,489.3,423.9,19.02171915419547,469.7,402.1,19.52705040102929,579.0,521.8,17.842171871084112,548.2,510.1,11.547750900967527,0,67457
2024-02-17 01:01:42+05:30,2124077469149042,487.4,422.5,18.574058048408066,469.4,400.1,18.665992211486248,574.7,512.2,18.001804748779335,544.7,504.3,11.709118638721675,0,68382
2024-02-17 01:23:07+05:30,2124077469899042,483.7,424.7,18.515194080517862,463.4,405.3,18.012920559103886,574.8,516.5,17.640438448295775,545.3,503.9,11.729126699422247,0,69326
2024-02-17 01:38:28+05:30,2124077470459042,487.6,426.8,17.76845208803715,471.8,408.7,17.936920313920126,575.1,522.6,16.871353356634057,546.7,506.7,11.93007848357563,1,70247
2024-02-17 01:58:51+05:30,2124077471199042,488.8,432.0,17.58572918100698,474.5,416.4,17.253804717687206,579.1,522.9,16.88054876585188,549.3,507.8,11.984820501172054,0,71165
2024-02-17 02:15:48+05:30,2124077471809042,489.3,423.0,19.14360461286049,474.1,406.0,19.716502072511055,579.9,513.7,19.28565900119645,548.3,488.7,14.281137547802597,1,72182
2024-02-17 02:32:39+05:30,2124077472429042,485.5,425.9,18.074011396617458,465.8,401.9,18.944399856531252,574.9,507.4,19.547172745813967,546.2,497.7,12.375383787373709,0,73193
2024-02-17 02:53:11+05:30,2124077473089042,491.6,430.9,18.124687855169864,466.9,399.6,17.55283587030286,577.3,504.8,18.247285586235204,553.3,501.3,12.95100967295598,0,74425
2024-02-17 03:08:35+05:30,2124077473779042,487.1,429.0,17.93433675710355,467.5,410.6,17.204106276258404,579.8,526.6,16.28358970909569,551.0,511.2,12.032025682999823,0,75349
2024-02-17 03:23:52+05:30,2124077474349042,487.4,430.2,17.615050408806447,468.7,412.2,16.91051884458354,582.6,532.2,15.512903314458475,555.4,513.4,12.383789552457326,0,76266
2024-02-17 03:44:21+05:30,2124077475049042,490.0,432.0,17.657221731911022,472.9,414.6,17.44856641758455,581.9,534.1,15.280463493969298,551.2,511.8,12.085153187600568,0,77186
2024-02-17 04:06:13+05:30,2124077475869042,488.9,430.0,17.85903950382686,472.1,411.2,18.02378244975864,581.1,520.2,17.64774089596725,553.0,509.1,11.91745048218251,0,78192
2024-02-17 04:21:40+05:30,2124077476449042,488.5,429.7,17.85436754031306,471.9,412.1,17.753731012848995,578.7,528.9,16.453316576631632,547.4,508.0,11.910715113602288,0,79119
2024-02-17 04:37:01+05:30,2124077477029042,489.2,432.7,17.633363495570727,471.0,415.2,17.085362670154048,579.3,531.6,15.636294933775302,547.8,507.8,12.170003969787842,0,80040
2024-02-17 04:52:40+05:30,2124077477579042,491.2,433.4,17.72010223324614,476.3,418.4,17.806988861548966,579.9,532.2,15.995861133629514,550.1,507.5,12.09748346008824,0,80979
2024-02-17 05:08:18+05:30,2124077478119042,490.4,433.7,17.883348033657175,475.7,419.0,17.640849967566577,579.3,530.3,16.323780019107886,549.4,506.8,12.140347898898488,0,81917
2024-02-17 06:07:11+05:30,2124077480189042,494.6,432.3,18.322993076396212,473.4,401.7,18.559418601330588,580.3,509.6,18.089666345985282,548.7,504.5,12.167293687788723,0,82853
2024-02-17 06:27:55+05:30,2124077480979042,490.9,432.2,17.829571329092598,473.8,410.8,17.91930500974348,578.4,524.4,16.732443661641348,549.5,509.1,12.181097418965678,0,83790
2024-02-17 06:43:45+05:30,2124077481549042,489.6,430.3,18.25945271448249,471.6,413.2,17.8564133147504,577.3,525.5,16.860161887937835,546.7,506.7,12.005470247184228,0,84740
2024-02-17 06:59:17+05:30,2124077482159042,491.1,434.8,17.666162935980395,476.2,418.8,17.492478442032315,577.5,527.8,16.334186961806502,547.6,509.2,12.013532302526619,0,85672
2024-02-17 07:19:45+05:30,2124077482969042,491.1,434.5,17.43420539628895,474.9,419.4,17.014382767167724,576.9,526.6,16.047985124882075,548.0,507.3,12.210504397228316,0,86579
2024-02-17 07:35:04+05:30,2124077483549042,490.8,434.3,17.368575403759703,473.5,420.8,16.536437205623013,579.3,530.5,15.915436768743755,548.1,507.4,12.140806115438938,0,87498
2024-02-17 08:05:32+05:30,2124077484639042,492.3,406.2,22.028399607584152,475.3,388.6,23.232931777617996,580.4,481.1,25.321696720708488,553.7,496.1,12.366135602008669,1,88707
2024-02-17 08:21:10+05:30,2124077485169042,489.8,429.2,17.99049378510569,465.4,409.8,17.34499993287306,575.3,515.0,17.349769467738763,551.5,508.0,12.48871447002209,1,89645
2024-02-17 08:36:41+05:30,2124077485759042,490.0,429.8,18.007991523363163,471.0,410.1,17.86127556543775,575.5,524.9,16.41960978196655,547.5,507.8,11.54059688589292,0,90576
2024-02-18 01:31:31+05:30,2124087516569042,489.0,410.2,21.63567265400074,470.9,343.6,27.87759499553131,574.4,432.6,33.48073124219495,549.9,435.6,24.762870705055853,0,91814
2024-02-18 02:07:24+05:30,2124087517969042,477.5,409.9,19.82775590436515,451.3,381.4,19.160444566433522,553.8,479.9,20.382195453935502,534.2,481.9,13.804929851911497,0,93058
2024-02-18 02:22:47+05:30,2124087518629042,481.2,414.2,19.143066559330723,456.9,393.6,18.67367262891958,560.1,497.7,18.796998375184828,539.7,495.2,12.847679089321927,0,93981
2024-02-18 02:48:27+05:30,2124087519769042,483.5,425.1,18.18033512006459,463.1,404.2,18.36714464395185,563.8,510.6,17.428494275631518,540.7,499.3,11.980624183890038,0,94908
2024-02-18 03:03:50+05:30,2124087520399042,482.3,425.5,17.925730669464254,464.0,406.4,17.98995679435235,568.7,512.2,17.520673991829305,542.5,501.2,12.117479543285693,0,95831
2024-02-18 03:25:23+05:30,2124087521069042,483.5,423.4,18.29413168104327,466.4,397.8,19.118953664082696,567.8,503.1,18.533866824853853,539.1,495.7,11.162217493853388,0,97124
2024-02-18 03:40:33+05:30,2124087521909042,482.8,426.4,17.6944700263914,467.0,405.6,17.90330482210573,567.3,510.1,17.647604173443405,541.9,500.9,12.093052401257095,0,98034
2024-02-18 03:55:53+05:30,2124087522519042,483.8,427.2,17.62237966161948,468.3,412.2,17.68588501168232,567.4,515.2,16.881745897912015,542.9,502.0,11.821619580320686,0,98954
2024-02-18 04:11:14+05:30,2124087523189042,481.5,425.6,17.612834216595935,464.7,409.6,17.020571555145402,569.4,519.2,16.661275708167594,541.5,502.2,11.486563750410264,0,99875
2024-02-18 04:13:18+05:30,2124087523419042,480.6,425.7,19.05961419493848,462.5,410.3,20.116234670656958,571.4,521.2,18.969893241489153,533.6,513.7,5.9677204513332365,0,99999
